Primary Key_x,Order No,Segment Number_x,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $,Primary Key_y,Segment Number_y,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component
SO0059464-6,SO0059464,6,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,1,PASE,504126986                    CASE,PIPE  INJECTION,72.15,47.56,45372,40.2297,19363.9199$,SO0059464-6,6,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Loose - Chain, Bent - Gear Box","Gear Box - Reinstalled, Motor - Reinstalled, Bracket - Installed, Seal - Installed"
SO0059489-1,SO0059489,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,1,PASE,504126984                    CASE,PIPE  INJECTION,75.26999999999998,52.9101,45372,40.2297,19363.9199$,SO0059489-1,1,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Derated - Boom,"Left Sensor - Realigned, Sensor - Realigned"
SO0059496-1,SO0059496,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,1,PASE,504126983                    CASE,PIPE  INJECTION,58.110099999999996,40.7,45372,40.2297,19363.9199$,SO0059496-1,1,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Blowing - Air Conditioner,No Component Mentioned - Added
SO0059513-1,SO0059513,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,1,PASE,504126982                    CASE,PIPE  INJECTION,72.35,50.8401,45372,40.2297,19363.9199$,SO0059513-1,1,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Speed Issue - Valve,Valve - Replaced
SO0059513-1,SO0059513,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,1,PASE,504126982                    CASE,PIPE  INJECTION,72.35,50.8401,45372,40.2297,19363.9199$,SO0059513-2,2,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Installed - Boom, Broken - Nozzle","Boom Dampener - Installed, Nozzle - Replaced"
SO0059513-2,SO0059513,2,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,1,PASE,504126981                    CASE,PIPE  INJECTION,75.8601,53.32,45372,40.2297,19363.9199$,SO0059513-1,1,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Speed Issue - Valve,Valve - Replaced
SO0059513-2,SO0059513,2,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,1,PASE,504126981                    CASE,PIPE  INJECTION,75.8601,53.32,45372,40.2297,19363.9199$,SO0059513-2,2,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Installed - Boom, Broken - Nozzle","Boom Dampener - Installed, Nozzle - Replaced"
SO0059550-1,SO0059550,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,0,PASE,504081274                    CASE,HYD CONNECTOR,0.0,0.0,45372,40.2297,19363.9199$,SO0059550-1,1,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Spray System,No Component Mentioned - Filled
SO0059550-1,SO0059550,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,0,PASE,504081274                    CASE,HYD CONNECTOR,0.0,0.0,45372,40.2297,19363.9199$,SO0059550-10,10,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Filter,"Engine Air Filter - Replaced, Cab Air Filter - Replaced, Cab Intake Air Filter - Replaced, DEF Filter - Replaced, Fuel Filter - Replaced"
SO0059550-1,SO0059550,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,0,PASE,504081274                    CASE,HYD CONNECTOR,0.0,0.0,45372,40.2297,19363.9199$,SO0059550-4,4,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Installed - Console,"Console - Removed, Bracket - Removed, Bracket - Installed, Console - Installed"
SO0059550-1,SO0059550,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,0,PASE,504081274                    CASE,HYD CONNECTOR,0.0,0.0,45372,40.2297,19363.9199$,SO0059550-5,5,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Fraying - Belt,"No Component Mentioned - Removed, Belt - Installed"
SO0059550-1,SO0059550,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,0,PASE,504081274                    CASE,HYD CONNECTOR,0.0,0.0,45372,40.2297,19363.9199$,SO0059550-6,6,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Cracked - Hood,Brace - Installed
SO0059550-1,SO0059550,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,0,PASE,504081274                    CASE,HYD CONNECTOR,0.0,0.0,45372,40.2297,19363.9199$,SO0059550-7,7,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Mentioned - Axle, Not Mentioned - Transfer Case, Not Mentioned - Hub","Rear Axle Breather - Installed, Rear Differential - Drained, Rear Differential - Filled, Front Differential - Drained, Front Differential - Filled"
SO0059550-1,SO0059550,1,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,0,PASE,504081274                    CASE,HYD CONNECTOR,0.0,0.0,45372,40.2297,19363.9199$,SO0059550-8,8,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Gripped - Door, Broken - Door","Door Seal - Replaced, Door Switch - Replaced"
SO0059550-10,SO0059550,10,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,2,PASE,90412128                     CASE,FILTER  FUEL,34.2199,24.26,45372,40.2297,19363.9199$,SO0059550-1,1,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Spray System,No Component Mentioned - Filled
SO0059550-10,SO0059550,10,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,2,PASE,90412128                     CASE,FILTER  FUEL,34.2199,24.26,45372,40.2297,19363.9199$,SO0059550-10,10,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Filter,"Engine Air Filter - Replaced, Cab Air Filter - Replaced, Cab Intake Air Filter - Replaced, DEF Filter - Replaced, Fuel Filter - Replaced"
SO0059550-10,SO0059550,10,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,2,PASE,90412128                     CASE,FILTER  FUEL,34.2199,24.26,45372,40.2297,19363.9199$,SO0059550-4,4,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Installed - Console,"Console - Removed, Bracket - Removed, Bracket - Installed, Console - Installed"
SO0059550-10,SO0059550,10,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,2,PASE,90412128                     CASE,FILTER  FUEL,34.2199,24.26,45372,40.2297,19363.9199$,SO0059550-5,5,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Fraying - Belt,"No Component Mentioned - Removed, Belt - Installed"
SO0059550-10,SO0059550,10,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,2,PASE,90412128                     CASE,FILTER  FUEL,34.2199,24.26,45372,40.2297,19363.9199$,SO0059550-6,6,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Cracked - Hood,Brace - Installed
SO0059550-10,SO0059550,10,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,2,PASE,90412128                     CASE,FILTER  FUEL,34.2199,24.26,45372,40.2297,19363.9199$,SO0059550-7,7,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Mentioned - Axle, Not Mentioned - Transfer Case, Not Mentioned - Hub","Rear Axle Breather - Installed, Rear Differential - Drained, Rear Differential - Filled, Front Differential - Drained, Front Differential - Filled"
SO0059550-10,SO0059550,10,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,2,PASE,90412128                     CASE,FILTER  FUEL,34.2199,24.26,45372,40.2297,19363.9199$,SO0059550-8,8,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt","Not Gripped - Door, Broken - Door","Door Seal - Replaced, Door Switch - Replaced"
SO0059550-4,SO0059550,4,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,1,PASE,47754189                     CASE,FITTING,23.66,18.1999,45372,40.2297,19363.9199$,SO0059550-1,1,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Spray System,No Component Mentioned - Filled
SO0059550-4,SO0059550,4,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,1,PASE,47754189                     CASE,FITTING,23.66,18.1999,45372,40.2297,19363.9199$,SO0059550-10,10,2024-02-15,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275.0,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Filter,"Engine Air Filter - Replaced, Cab Air Filter - Replaced, Cab Intake Air Filter - Replaced, DEF Filter - Replaced, Fuel Filter - Replaced"
